ClientID,ClientName,TargetCity,Industry,PanelType,CampaignType,StartDate,MessagesSent,DeliveryRate,OpenRate,ClickRate,ResponseRate,Conversions,Revenue,DatabaseSize,RepeatClient
CL04267,Client_4267,Bangalore,Retail Shops,Meta Verified API,Lead Nurturing,25-10-2024,37473,0.71,0.42,0.09,0.12,14,19460,46793,No
CL04268,Client_4268,Hyderabad,Hotels,WhatsApp Panel,Targeted,07-05-2024,20462,0.77,0.37,0.1,0.08,10,18350,21705,No
CL04269,Client_4269,Ahmedabad,Startups,SMS Panel,Retargeting,27-05-2024,12940,0.81,,,0.15,7,9737,7172,No
CL04270,Client_4270,Chennai,IT Companies,Email Panel,Bulk Broadcast,28-04-2024,47922,0.91,0.28,0.11,0.12,53,83475,39930,No
CL04271,Client_4271,Jaipur,IT Companies,Email Panel,Lead Nurturing,15-03-2024,43444,0.77,0.25,0.09,0.14,15,18765,11645,No
CL04272,Client_4272,Delhi,Hotels,SMS Panel,Targeted,04-03-2024,30243,0.91,,,0.03,19,11419,25642,No
CL04273,Client_4273,Mumbai,Schools,SMS Panel,Targeted,04-08-2024,24936,0.92,,,0.13,5,1545,29175,Yes
CL04274,Client_4274,Bangalore,Real Estate,Meta Verified API,Retargeting,16-04-2024,25782,0.92,0.71,0.07,0.08,37,26566,16761,Yes
CL04275,Client_4275,Mumbai,Retail Shops,Email Panel,Lead Nurturing,28-04-2024,33609,0.93,0.33,0.12,0.05,1,407,27962,No
CL04276,Client_4276,Kolkata,Schools,Meta Verified API,Targeted,07-12-2024,6269,0.73,0.26,0.08,0.04,9,9414,45293,Yes
CL04277,Client_4277,Kolkata,Hotels,Meta Verified API,Retargeting,14-05-2024,11420,0.83,0.47,0.14,0.07,5,1855,996,No
CL04278,Client_4278,Delhi,IT Companies,Meta Verified API,Bulk Broadcast,04-09-2024,30820,0.82,0.28,0.07,0.1,17,5253,26459,Yes
CL04279,Client_4279,Pune,Hospitals,WhatsApp Panel,Lead Nurturing,12-05-2024,23407,0.89,0.61,0.12,0.14,11,5533,28094,No
CL04280,Client_4280,Bangalore,Coaching Centers,SMS Panel,Retargeting,30-05-2024,10604,0.79,,,0.11,0,0,9343,Yes
CL04281,Client_4281,Kolkata,Salons,WhatsApp Panel,Targeted,24-01-2024,37410,0.94,0.53,0.09,0.1,42,72240,34275,No
CL04282,Client_4282,Mumbai,Schools,Email Panel,Bulk Broadcast,21-04-2024,18744,0.98,0.64,0.12,0.12,12,9600,39863,No
CL04283,Client_4283,Mumbai,Real Estate,Meta Verified API,Bulk Broadcast,10-06-2024,36976,0.76,0.41,0.14,0.02,18,12582,48303,No
CL04284,Client_4284,Bhubaneswar,Real Estate,Meta Verified API,Lead Nurturing,06-05-2024,12439,0.74,0.5,0.06,0.09,4,3480,4583,No
CL04285,Client_4285,Ahmedabad,IT Companies,Meta Verified API,Bulk Broadcast,23-01-2024,8556,0.87,0.62,0.18,0.1,7,3612,32088,No
CL04286,Client_4286,Chennai,Real Estate,WhatsApp Panel,Bulk Broadcast,12-06-2024,17049,0.88,0.63,0.18,0.09,3,1560,48342,No
CL04287,Client_4287,Mumbai,Salons,WhatsApp Panel,Targeted,17-04-2024,44082,0.78,0.66,0.21,0.09,13,9724,21921,No
CL04288,Client_4288,Kolkata,Coaching Centers,WhatsApp Panel,Retargeting,01-09-2024,35827,0.96,0.8,0.07,0.12,23,11385,2640,No
CL04289,Client_4289,Kolkata,Schools,WhatsApp Panel,Targeted,24-04-2024,24345,0.91,0.61,0.2,0.02,11,16434,16817,No
CL04290,Client_4290,Kolkata,Real Estate,WhatsApp Panel,Targeted,14-08-2024,24804,0.8,0.48,0.07,0.07,17,6715,2755,No
CL04291,Client_4291,Chennai,Salons,Email Panel,Targeted,03-10-2024,32739,0.88,0.61,0.08,0.06,1,1309,12746,No
CL04292,Client_4292,Mumbai,Retail Shops,Email Panel,Lead Nurturing,30-01-2024,47033,0.78,0.26,0.07,0.15,12,6432,30291,No
CL04293,Client_4293,Bhubaneswar,Real Estate,WhatsApp Panel,Lead Nurturing,12-08-2024,49682,0.73,0.51,0.14,0.14,9,3330,32921,No
CL04294,Client_4294,Kolkata,Hotels,SMS Panel,Lead Nurturing,22-06-2024,9677,0.73,,,0.07,16,29376,16022,No
CL04295,Client_4295,Bhubaneswar,Salons,SMS Panel,Lead Nurturing,10-04-2024,17137,0.91,,,0.08,22,24090,36853,No
CL04296,Client_4296,Kolkata,Gyms,WhatsApp Panel,Bulk Broadcast,28-12-2024,27655,0.74,0.59,0.09,0.02,7,9709,36229,No
CL04297,Client_4297,Delhi,Schools,Email Panel,Lead Nurturing,18-01-2024,30450,0.88,0.4,0.12,0.12,49,72471,10995,Yes
CL04298,Client_4298,Jaipur,Retail Shops,Meta Verified API,Retargeting,20-09-2024,41223,0.79,0.46,0.03,0.05,31,20677,1808,No
CL04299,Client_4299,Ahmedabad,Startups,Email Panel,Targeted,05-01-2024,34073,0.83,0.61,0.21,0.09,24,23784,32568,No
CL04300,Client_4300,Kolkata,Hotels,Email Panel,Lead Nurturing,04-07-2024,20229,0.76,0.29,0.09,0.08,27,10557,39797,No
CL04301,Client_4301,Ahmedabad,Coaching Centers,Meta Verified API,Lead Nurturing,27-12-2024,11853,0.76,0.46,0.09,0.07,17,17085,23444,Yes
CL04302,Client_4302,Kolkata,Schools,Meta Verified API,Retargeting,17-02-2024,32089,0.94,0.79,0.05,0.03,4,6912,47750,No
CL04303,Client_4303,Pune,Schools,SMS Panel,Targeted,14-09-2024,42965,0.83,,,0.1,42,49770,32903,No
CL04304,Client_4304,Bhubaneswar,Hospitals,SMS Panel,Bulk Broadcast,07-12-2024,14020,0.75,,,0.13,10,10560,40090,Yes
CL04305,Client_4305,Jaipur,Startups,Meta Verified API,Bulk Broadcast,24-12-2024,19086,0.93,0.33,0.12,0.1,39,25584,10464,No
CL04306,Client_4306,Jaipur,Schools,WhatsApp Panel,Targeted,23-10-2024,20722,0.85,0.3,0.03,0.06,6,11676,27784,No
CL04307,Client_4307,Delhi,Hotels,Meta Verified API,Lead Nurturing,21-04-2024,21143,0.79,0.7,0.21,0.03,15,14310,36548,Yes
CL04308,Client_4308,Bhubaneswar,IT Companies,SMS Panel,Bulk Broadcast,22-05-2024,33295,0.84,,,0.08,4,2084,18888,No
CL04309,Client_4309,Pune,Startups,WhatsApp Panel,Retargeting,28-07-2024,34323,0.84,0.65,0.22,0.04,5,4590,28483,No
CL04310,Client_4310,Pune,Salons,Meta Verified API,Bulk Broadcast,29-03-2024,24526,0.98,0.56,0.08,0.03,10,6730,25276,No
CL04311,Client_4311,Bhubaneswar,Schools,Meta Verified API,Retargeting,06-05-2024,45190,0.82,0.57,0.08,0.02,32,54816,16597,No
CL04312,Client_4312,Bhubaneswar,Schools,SMS Panel,Bulk Broadcast,18-07-2024,8550,0.84,,,0.15,5,1945,46407,No
CL04313,Client_4313,Chennai,Coaching Centers,Meta Verified API,Bulk Broadcast,31-07-2024,18496,0.76,0.54,0.13,0.09,24,13920,15141,Yes
CL04314,Client_4314,Bangalore,IT Companies,WhatsApp Panel,Bulk Broadcast,22-09-2024,14204,0.71,0.55,0.13,0.06,13,5408,43907,No
CL04315,Client_4315,Delhi,Coaching Centers,Meta Verified API,Targeted,12-11-2024,44725,0.74,0.41,0.07,0.06,5,3920,47142,Yes
CL04316,Client_4316,Chennai,IT Companies,Meta Verified API,Retargeting,06-10-2024,24051,0.75,0.39,0.14,0.04,14,18368,18881,No
CL04317,Client_4317,Ahmedabad,Coaching Centers,WhatsApp Panel,Targeted,04-08-2024,21527,0.93,0.31,0.04,0.04,36,28836,38321,No
CL04318,Client_4318,Ahmedabad,Gyms,SMS Panel,Bulk Broadcast,19-09-2024,19310,0.74,,,0.12,16,12224,20174,No
CL04319,Client_4319,Chennai,Real Estate,SMS Panel,Bulk Broadcast,28-04-2024,39483,0.8,,,0.09,15,21135,37377,No
CL04320,Client_4320,Jaipur,Hotels,WhatsApp Panel,Lead Nurturing,01-07-2024,30485,0.89,0.35,0.09,0.13,10,9610,38917,No
CL04321,Client_4321,Bangalore,Coaching Centers,WhatsApp Panel,Retargeting,29-02-2024,7645,0.72,0.37,0.1,0.09,2,1766,45621,No
CL04322,Client_4322,Delhi,Real Estate,Meta Verified API,Targeted,08-02-2024,24717,0.98,0.4,0.15,0.09,31,9548,44426,No
CL04323,Client_4323,Pune,Real Estate,SMS Panel,Lead Nurturing,15-05-2024,47584,0.72,,,0.13,55,92070,17141,No
CL04324,Client_4324,Kolkata,Hotels,WhatsApp Panel,Lead Nurturing,11-08-2024,42057,0.94,0.62,0.11,0.07,60,36540,27213,No
CL04325,Client_4325,Hyderabad,Retail Shops,SMS Panel,Lead Nurturing,08-07-2024,27515,0.96,,,0.06,12,3888,27249,No
CL04326,Client_4326,Ahmedabad,Coaching Centers,Email Panel,Bulk Broadcast,10-03-2024,42152,0.96,0.41,0.11,0.13,6,5928,34131,No
CL04327,Client_4327,Kolkata,Retail Shops,WhatsApp Panel,Lead Nurturing,09-12-2024,7986,0.82,0.57,0.1,0.11,0,0,14294,No
CL04328,Client_4328,Bhubaneswar,Hospitals,Email Panel,Bulk Broadcast,17-08-2024,5161,0.97,0.3,0.1,0.03,5,7640,39497,No
CL04329,Client_4329,Chennai,IT Companies,Email Panel,Targeted,11-11-2024,18551,0.76,0.62,0.14,0.06,17,11543,29976,Yes
CL04330,Client_4330,Jaipur,IT Companies,Meta Verified API,Retargeting,23-07-2024,30875,0.8,0.59,0.09,0.04,26,51662,16716,No
CL04331,Client_4331,Bhubaneswar,Real Estate,SMS Panel,Lead Nurturing,23-03-2024,29060,0.85,,,0.11,22,27016,35929,Yes
CL04332,Client_4332,Ahmedabad,Retail Shops,SMS Panel,Targeted,09-07-2024,47573,0.99,,,0.03,41,52480,14772,No
CL04333,Client_4333,Jaipur,Retail Shops,WhatsApp Panel,Bulk Broadcast,04-03-2024,8593,0.81,0.59,0.06,0.12,6,10926,27961,Yes
CL04334,Client_4334,Chennai,Real Estate,SMS Panel,Retargeting,06-09-2024,22487,0.84,,,0.11,2,3222,8113,Yes
CL04335,Client_4335,Hyderabad,Hotels,SMS Panel,Targeted,09-04-2024,33503,0.86,,,0.04,42,73080,7778,No
CL04336,Client_4336,Chennai,Retail Shops,WhatsApp Panel,Lead Nurturing,28-10-2024,42308,0.84,0.59,0.22,0.03,19,18031,38654,Yes
CL04337,Client_4337,Hyderabad,Coaching Centers,Meta Verified API,Retargeting,12-03-2024,44692,0.92,0.52,0.15,0.06,52,74672,35249,No
CL04338,Client_4338,Hyderabad,Hotels,SMS Panel,Bulk Broadcast,14-07-2024,19309,0.92,,,0.09,4,2892,32142,No
CL04339,Client_4339,Bhubaneswar,Coaching Centers,Meta Verified API,Lead Nurturing,02-04-2024,46651,0.79,0.36,0.08,0.09,59,45489,49501,Yes
CL04340,Client_4340,Bangalore,Coaching Centers,Email Panel,Retargeting,04-08-2024,15231,0.86,0.46,0.17,0.13,1,400,20169,No
CL04341,Client_4341,Delhi,Coaching Centers,SMS Panel,Retargeting,17-04-2024,23188,0.96,,,0.03,6,7386,32846,Yes
CL04342,Client_4342,Mumbai,Gyms,SMS Panel,Lead Nurturing,26-08-2024,19933,0.75,,,0.12,25,28700,15310,No
CL04343,Client_4343,Bhubaneswar,Coaching Centers,WhatsApp Panel,Lead Nurturing,10-04-2024,23802,0.77,0.46,0.18,0.13,22,37334,32329,No
CL04344,Client_4344,Jaipur,Gyms,Meta Verified API,Bulk Broadcast,22-05-2024,37141,0.92,0.47,0.11,0.1,32,50208,16458,No
CL04345,Client_4345,Jaipur,Real Estate,Email Panel,Retargeting,21-11-2024,30189,0.89,0.43,0.07,0.03,30,42270,35707,No
CL04346,Client_4346,Pune,Hospitals,SMS Panel,Retargeting,17-06-2024,49877,0.78,,,0.08,46,47012,37390,Yes
CL04347,Client_4347,Chennai,Coaching Centers,SMS Panel,Bulk Broadcast,11-04-2024,18351,0.81,,,0.13,1,1653,11309,No
CL04348,Client_4348,Hyderabad,Coaching Centers,Meta Verified API,Retargeting,20-12-2024,5069,0.79,0.4,0.14,0.01,3,4368,6526,No
CL04349,Client_4349,Kolkata,Hotels,Meta Verified API,Bulk Broadcast,03-10-2024,33684,0.94,0.72,0.16,0.04,34,41718,30389,Yes
CL04350,Client_4350,Hyderabad,Hospitals,Email Panel,Lead Nurturing,15-08-2024,19128,0.88,0.79,0.29,0.09,29,10672,15561,No
CL04351,Client_4351,Pune,Salons,SMS Panel,Targeted,14-09-2024,17490,0.86,,,0.07,20,15260,43762,No
CL04352,Client_4352,Mumbai,Hospitals,SMS Panel,Retargeting,07-07-2024,37549,0.73,,,0.1,6,2544,10573,No
CL04353,Client_4353,Ahmedabad,Real Estate,WhatsApp Panel,Retargeting,08-07-2024,46366,0.82,0.52,0.21,0.04,22,11308,39192,No
CL04354,Client_4354,Jaipur,IT Companies,SMS Panel,Lead Nurturing,28-09-2024,20476,0.88,,,0.11,13,17576,30619,Yes
CL04355,Client_4355,Delhi,Retail Shops,Email Panel,Lead Nurturing,18-12-2024,28094,0.88,0.55,0.06,0.07,29,30160,41316,No
CL04356,Client_4356,Bhubaneswar,Gyms,Meta Verified API,Lead Nurturing,01-10-2024,17581,0.95,0.7,0.25,0.11,16,10496,27702,Yes
CL04357,Client_4357,Mumbai,Hospitals,Email Panel,Lead Nurturing,20-11-2024,29581,0.83,0.62,0.16,0.03,14,20524,13594,No
CL04358,Client_4358,Pune,Gyms,SMS Panel,Lead Nurturing,18-06-2024,30869,0.78,,,0.06,30,53340,37380,Yes
CL04359,Client_4359,Jaipur,IT Companies,Email Panel,Lead Nurturing,26-06-2024,1164,0.92,0.74,0.27,0.07,0,0,38135,No
CL04360,Client_4360,Pune,Real Estate,WhatsApp Panel,Retargeting,01-10-2024,38419,0.97,0.33,0.1,0.06,55,58300,32042,Yes
CL04361,Client_4361,Delhi,Real Estate,Email Panel,Retargeting,23-11-2024,37130,0.78,0.37,0.1,0.15,38,62624,33084,No
CL04362,Client_4362,Bangalore,Coaching Centers,Meta Verified API,Lead Nurturing,28-09-2024,28032,0.93,0.72,0.15,0.06,15,29550,23647,No
CL04363,Client_4363,Chennai,Startups,Email Panel,Bulk Broadcast,14-10-2024,17445,0.98,0.73,0.11,0.04,18,11952,30522,No
CL04364,Client_4364,Kolkata,Hospitals,Email Panel,Bulk Broadcast,27-01-2024,30438,0.94,0.48,0.09,0.13,4,1324,8297,No
CL04365,Client_4365,Bangalore,Hotels,SMS Panel,Targeted,31-07-2024,45514,0.98,,,0.11,58,101094,37386,No
CL04366,Client_4366,Bangalore,Coaching Centers,Meta Verified API,Bulk Broadcast,19-07-2024,5928,0.76,0.45,0.08,0.07,2,3378,24575,No
CL04367,Client_4367,Bhubaneswar,Hospitals,SMS Panel,Lead Nurturing,14-01-2024,35137,0.89,,,0.01,4,6368,39815,Yes
CL04368,Client_4368,Ahmedabad,Hospitals,SMS Panel,Retargeting,18-06-2024,23426,0.94,,,0.03,22,37642,45689,No
CL04369,Client_4369,Mumbai,Retail Shops,Email Panel,Targeted,15-11-2024,19919,0.77,0.47,0.17,0.08,6,5322,36929,Yes
CL04370,Client_4370,Hyderabad,Coaching Centers,WhatsApp Panel,Lead Nurturing,19-04-2024,49493,0.87,0.28,0.02,0.03,10,14700,8356,No
CL04371,Client_4371,Pune,Hospitals,WhatsApp Panel,Targeted,05-05-2024,18610,0.83,0.43,0.16,0.1,25,26100,4672,No
CL04372,Client_4372,Pune,IT Companies,Email Panel,Lead Nurturing,04-02-2024,17173,0.73,0.42,0.14,0.04,2,2340,25619,No
CL04373,Client_4373,Mumbai,Real Estate,SMS Panel,Targeted,24-02-2024,1170,0.81,,,0.05,0,0,42318,No
CL04374,Client_4374,Jaipur,IT Companies,Email Panel,Bulk Broadcast,22-02-2024,29614,0.9,0.48,0.13,0.09,22,29018,9001,No
CL04375,Client_4375,Kolkata,Retail Shops,Email Panel,Lead Nurturing,28-11-2024,41188,0.85,0.27,0.05,0.09,10,8080,11029,No
CL04376,Client_4376,Jaipur,IT Companies,SMS Panel,Targeted,27-05-2024,6706,0.76,,,0.02,8,12384,21961,Yes
CL04377,Client_4377,Chennai,Retail Shops,WhatsApp Panel,Lead Nurturing,24-11-2024,29881,0.8,0.46,0.13,0.1,32,48128,13166,Yes
CL04378,Client_4378,Chennai,Salons,Meta Verified API,Lead Nurturing,28-02-2024,15811,0.98,0.43,0.11,0.13,23,42021,38152,No
CL04379,Client_4379,Kolkata,Salons,WhatsApp Panel,Retargeting,14-12-2024,6337,0.73,0.41,0.16,0.06,3,3507,19518,No
CL04380,Client_4380,Ahmedabad,Salons,Meta Verified API,Retargeting,29-10-2024,46148,0.9,0.77,0.14,0.01,7,9275,49057,No
CL04381,Client_4381,Hyderabad,Schools,Email Panel,Targeted,13-06-2024,22277,0.91,0.33,0.02,0.12,21,21882,38865,No
CL04382,Client_4382,Bhubaneswar,Salons,WhatsApp Panel,Targeted,14-03-2024,36879,0.79,0.61,0.14,0.14,30,17820,24414,No
CL04383,Client_4383,Kolkata,Hospitals,SMS Panel,Targeted,11-02-2024,48980,0.85,,,0.14,32,17920,24890,No
CL04384,Client_4384,Ahmedabad,Schools,Meta Verified API,Lead Nurturing,03-10-2024,15853,0.95,0.57,0.1,0.09,0,0,9435,No
CL04385,Client_4385,Kolkata,IT Companies,WhatsApp Panel,Targeted,17-04-2024,39682,0.78,0.52,0.16,0.13,57,100377,36140,No
CL04386,Client_4386,Bangalore,Salons,WhatsApp Panel,Bulk Broadcast,10-04-2024,31452,0.72,0.24,0.02,0.07,9,7497,10241,Yes
CL04387,Client_4387,Ahmedabad,Retail Shops,WhatsApp Panel,Retargeting,20-02-2024,19231,0.89,0.46,0.11,0.07,2,1330,2172,No
CL04388,Client_4388,Hyderabad,Startups,SMS Panel,Retargeting,07-02-2024,42614,0.77,,,0.02,49,53067,7881,No
CL04389,Client_4389,Chennai,Coaching Centers,SMS Panel,Targeted,11-03-2024,4663,0.81,,,0.12,0,0,7962,No
CL04390,Client_4390,Jaipur,Schools,Email Panel,Bulk Broadcast,16-05-2024,15252,0.85,0.58,0.15,0.11,2,1562,11439,No
CL04391,Client_4391,Pune,IT Companies,Meta Verified API,Retargeting,18-11-2024,39241,0.77,0.58,0.21,0.05,5,3130,39080,No
CL04392,Client_4392,Bhubaneswar,Hotels,WhatsApp Panel,Lead Nurturing,29-04-2024,36434,0.73,0.36,0.09,0.15,19,36651,43963,No
CL04393,Client_4393,Chennai,Salons,WhatsApp Panel,Lead Nurturing,26-08-2024,25387,0.75,0.3,0.04,0.12,10,3790,48973,Yes
CL04394,Client_4394,Jaipur,Gyms,WhatsApp Panel,Retargeting,03-01-2024,18639,0.85,0.53,0.09,0.11,12,8520,28977,No
CL04395,Client_4395,Delhi,Retail Shops,WhatsApp Panel,Targeted,13-05-2024,31844,0.78,0.67,0.1,0.07,12,14220,23154,No
CL04396,Client_4396,Jaipur,Hospitals,Email Panel,Lead Nurturing,18-01-2024,5369,0.75,0.31,0.09,0.07,8,4408,8688,No
CL04397,Client_4397,Bhubaneswar,Coaching Centers,Meta Verified API,Retargeting,16-04-2024,46748,0.76,0.48,0.15,0.1,49,16856,24879,No
CL04398,Client_4398,Mumbai,Schools,WhatsApp Panel,Targeted,31-03-2024,12402,0.91,0.42,0.11,0.04,15,12510,29238,No
CL04399,Client_4399,Bhubaneswar,Coaching Centers,Email Panel,Lead Nurturing,01-05-2024,27031,0.89,0.69,0.25,0.11,10,10040,34852,No
CL04400,Client_4400,Jaipur,Salons,SMS Panel,Retargeting,12-01-2024,3598,0.88,,,0.1,3,4398,44948,No
CL04401,Client_4401,Bhubaneswar,Hotels,Email Panel,Retargeting,11-11-2024,35902,0.77,0.47,0.15,0.07,28,36344,31728,No
CL04402,Client_4402,Ahmedabad,Schools,Email Panel,Bulk Broadcast,23-06-2024,29745,0.7,0.54,0.09,0.06,16,14000,2903,No
CL04403,Client_4403,Chennai,Hospitals,WhatsApp Panel,Lead Nurturing,07-06-2024,29787,0.9,0.69,0.13,0.1,38,21698,1511,No
CL04404,Client_4404,Chennai,Hospitals,Meta Verified API,Retargeting,20-08-2024,28860,0.96,0.68,0.19,0.02,56,102760,43953,No
CL04405,Client_4405,Bhubaneswar,Coaching Centers,WhatsApp Panel,Retargeting,26-02-2024,8884,0.95,0.44,0.12,0.02,7,5572,25074,Yes
CL04406,Client_4406,Ahmedabad,Retail Shops,Meta Verified API,Targeted,26-02-2024,29914,0.82,0.65,0.19,0.01,12,15936,36454,No
CL04407,Client_4407,Hyderabad,Gyms,Email Panel,Bulk Broadcast,21-01-2024,39249,0.9,0.79,0.22,0.04,32,33120,12160,No
CL04408,Client_4408,Ahmedabad,Real Estate,Email Panel,Bulk Broadcast,22-08-2024,2845,0.76,0.48,0.09,0.12,3,5943,42766,Yes
CL04409,Client_4409,Bhubaneswar,Gyms,Meta Verified API,Targeted,21-06-2024,5604,0.89,0.56,0.08,0.05,2,1120,25790,No
CL04410,Client_4410,Pune,Salons,Email Panel,Retargeting,24-07-2024,16583,0.94,0.32,0.03,0.06,3,3684,13565,No
CL04411,Client_4411,Mumbai,Real Estate,WhatsApp Panel,Bulk Broadcast,05-02-2024,39170,0.82,0.6,0.23,0.12,18,16434,32812,Yes
CL04412,Client_4412,Chennai,Gyms,WhatsApp Panel,Targeted,13-05-2024,5740,0.81,0.47,0.09,0.05,6,3786,16419,Yes
CL04413,Client_4413,Kolkata,Salons,SMS Panel,Lead Nurturing,08-04-2024,49897,0.87,,,0.04,67,96279,14141,Yes
CL04414,Client_4414,Bangalore,Coaching Centers,Email Panel,Lead Nurturing,13-07-2024,10902,0.9,0.65,0.16,0.09,5,5330,18235,No
CL04415,Client_4415,Chennai,Coaching Centers,SMS Panel,Bulk Broadcast,13-05-2024,13340,0.89,,,0.08,12,23340,7891,No
CL04416,Client_4416,Jaipur,Hospitals,WhatsApp Panel,Bulk Broadcast,30-04-2024,35133,0.71,0.32,0.03,0.01,25,42850,37591,No
CL04417,Client_4417,Mumbai,Startups,Email Panel,Bulk Broadcast,21-04-2024,36566,0.78,0.54,0.05,0.09,52,33696,44624,Yes
CL04418,Client_4418,Pune,Hospitals,SMS Panel,Bulk Broadcast,03-02-2024,46455,0.99,,,0.09,25,8125,32324,No
CL04419,Client_4419,Ahmedabad,Schools,Meta Verified API,Bulk Broadcast,25-01-2024,15795,0.95,0.38,0.08,0.05,10,4100,21212,No
CL04420,Client_4420,Bhubaneswar,Coaching Centers,Email Panel,Retargeting,05-12-2024,27757,0.82,0.41,0.11,0.04,11,9911,10057,No
CL04421,Client_4421,Chennai,Coaching Centers,WhatsApp Panel,Bulk Broadcast,21-07-2024,27657,0.82,0.39,0.03,0.08,49,44492,30212,Yes
CL04422,Client_4422,Ahmedabad,Coaching Centers,Email Panel,Lead Nurturing,06-12-2024,46136,0.78,0.32,0.04,0.14,57,22971,30956,Yes
CL04423,Client_4423,Ahmedabad,Hotels,SMS Panel,Targeted,11-07-2024,10133,0.86,,,0.06,15,20055,7981,Yes
CL04424,Client_4424,Pune,Coaching Centers,Meta Verified API,Bulk Broadcast,23-04-2024,13056,0.75,0.28,0.02,0.06,6,7848,18120,No
CL04425,Client_4425,Ahmedabad,Hotels,WhatsApp Panel,Bulk Broadcast,22-09-2024,28171,0.85,0.64,0.12,0.06,35,21665,22015,No
CL04426,Client_4426,Ahmedabad,Hotels,SMS Panel,Retargeting,22-12-2024,1950,0.72,,,0.06,0,0,45708,No
CL04427,Client_4427,Jaipur,Real Estate,Meta Verified API,Bulk Broadcast,21-11-2024,5659,0.75,0.42,0.13,0.13,4,2696,39762,No
CL04428,Client_4428,Mumbai,Hotels,Email Panel,Bulk Broadcast,29-01-2024,12966,0.76,0.57,0.14,0.06,3,1461,38468,No
CL04429,Client_4429,Hyderabad,Schools,SMS Panel,Lead Nurturing,14-01-2024,39293,0.82,,,0.03,47,92120,10252,No
CL04430,Client_4430,Bhubaneswar,Coaching Centers,Meta Verified API,Targeted,17-03-2024,40486,0.94,0.52,0.16,0.1,13,12376,47418,Yes
CL04431,Client_4431,Chennai,Retail Shops,SMS Panel,Bulk Broadcast,13-02-2024,28355,0.85,,,0.1,23,43148,17883,Yes
CL04432,Client_4432,Bhubaneswar,Hospitals,Meta Verified API,Targeted,09-04-2024,26209,0.83,0.5,0.1,0.09,35,43820,4993,No
CL04433,Client_4433,Jaipur,Startups,WhatsApp Panel,Targeted,04-10-2024,7247,0.99,0.32,0.06,0.02,2,2000,43374,Yes
CL04434,Client_4434,Jaipur,Salons,Email Panel,Lead Nurturing,04-05-2024,25348,0.82,0.64,0.09,0.05,11,7282,41612,Yes
CL04435,Client_4435,Jaipur,Retail Shops,SMS Panel,Retargeting,16-09-2024,17190,0.94,,,0.07,17,27846,13146,No
CL04436,Client_4436,Jaipur,Real Estate,Email Panel,Targeted,06-03-2024,41284,0.73,0.43,0.08,0.02,10,7580,1842,No
CL04437,Client_4437,Jaipur,Coaching Centers,WhatsApp Panel,Lead Nurturing,02-07-2024,42944,0.95,0.63,0.21,0.08,38,70832,37578,Yes
CL04438,Client_4438,Kolkata,Hotels,WhatsApp Panel,Retargeting,06-02-2024,7875,0.91,0.8,0.31,0.1,1,1248,11762,No
CL04439,Client_4439,Hyderabad,IT Companies,SMS Panel,Lead Nurturing,21-03-2024,22834,0.97,,,0.07,12,16620,39768,No
CL04440,Client_4440,Ahmedabad,Hotels,WhatsApp Panel,Lead Nurturing,21-09-2024,14078,0.73,0.54,0.15,0.02,5,7355,49307,No
CL04441,Client_4441,Chennai,Coaching Centers,Email Panel,Targeted,10-02-2024,34673,0.88,0.52,0.03,0.15,16,9136,30199,Yes
CL04442,Client_4442,Chennai,Gyms,WhatsApp Panel,Targeted,15-03-2024,36113,0.76,0.3,0.12,0.05,29,25172,44460,No
CL04443,Client_4443,Bhubaneswar,Startups,Meta Verified API,Retargeting,02-02-2024,6072,0.89,0.46,0.17,0.11,3,4512,13011,No
CL04444,Client_4444,Ahmedabad,Salons,SMS Panel,Bulk Broadcast,09-12-2024,3238,0.97,,,0.08,8,12128,36343,No
CL04445,Client_4445,Kolkata,Hospitals,WhatsApp Panel,Lead Nurturing,28-07-2024,3210,0.9,0.33,0.04,0.09,4,5940,39654,No
CL04446,Client_4446,Mumbai,Startups,WhatsApp Panel,Targeted,16-02-2024,19170,0.82,0.47,0.14,0.08,7,9989,45102,Yes
CL04447,Client_4447,Hyderabad,Salons,WhatsApp Panel,Bulk Broadcast,29-07-2024,23219,0.87,0.71,0.21,0.06,8,9648,4811,Yes
CL04448,Client_4448,Kolkata,IT Companies,Email Panel,Lead Nurturing,21-09-2024,22373,0.97,0.52,0.16,0.07,21,37590,46645,No
CL04449,Client_4449,Bhubaneswar,Hotels,Email Panel,Retargeting,22-01-2024,9630,0.72,0.45,0.06,0.06,4,7492,49042,No
CL04450,Client_4450,Chennai,Salons,Meta Verified API,Bulk Broadcast,29-08-2024,35621,0.87,0.41,0.12,0.03,55,34430,39842,Yes
CL04451,Client_4451,Hyderabad,Hospitals,Meta Verified API,Retargeting,11-11-2024,20324,0.71,0.49,0.13,0.01,5,8425,42768,Yes
CL04452,Client_4452,Bangalore,Hotels,Meta Verified API,Lead Nurturing,23-07-2024,17244,0.96,0.81,0.08,0.06,2,1618,859,No
CL04453,Client_4453,Delhi,Coaching Centers,Meta Verified API,Bulk Broadcast,19-08-2024,31986,0.92,0.71,0.16,0.02,26,10088,11010,Yes
CL04454,Client_4454,Hyderabad,Schools,WhatsApp Panel,Targeted,03-11-2024,25327,0.77,0.38,0.12,0.11,26,43498,41721,No
